ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0034116,positive regulation of heterotypic cell-cell adhesion,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,AGER,1
GO:0035728,response to hepatocyte growth factor,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,BCAR1,1
GO:0036006,cellular response to macrophage colony-stimulating factor stimulus,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,MST1R,1
GO:0042373,vitamin K metabolic process,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,NQO1,1
GO:0043392,negative regulation of DNA binding,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,HMGA2,1
GO:0043922,host-mediated suppression of viral transcription,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,HMGA2,1
GO:0045091,regulation of single stranded viral RNA replication via double stranded DNA intermediate,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,HMGA2,1
GO:0045989,positive regulation of striated muscle contraction,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,KCNQ1,1
GO:0050910,detection of mechanical stimulus involved in sensory perception of sound,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,KCNQ1,1
GO:0051231,spindle elongation,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,KIF11,1
GO:0055081,monoatomic anion homeostasis,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,KCNQ1,1
GO:0060117,auditory receptor cell development,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,KCNQ1,1
GO:0060253,negative regulation of glial cell proliferation,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,ABCC8,1
GO:0060330,regulation of response to type II interferon,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,PPARG,1
GO:0060334,regulation of type II interferon-mediated signaling pathway,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,PPARG,1
GO:0060354,negative regulation of cell adhesion molecule production,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,NOTCH4,1
GO:0070294,renal sodium ion absorption,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,KCNQ1,1
GO:0090084,negative regulation of inclusion body assembly,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,HSPA1A,1
GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,ZFP36L2,1
GO:1900272,negative regulation of long-term synaptic potentiation,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,AGER,1
GO:1904179,positive regulation of adipose tissue development,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,PPARG,1
GO:1904688,regulation of cytoplasmic translational initiation,1/132,13/18842,0.0769230769230769,10.9801864801865,3.02342187705819,0.087368288985414,0.872199557273743,0.872199557273743,HHEX,1
GO:0032945,negative regulation of mononuclear cell proliferation,2/132,71/18842,0.028169014084507,4.02091335894153,2.14203116816373,0.0885873525476097,0.876925308047045,0.876925308047045,HLA-DRB1/LST1,2
GO:0045132,meiotic chromosome segregation,2/132,71/18842,0.028169014084507,4.02091335894153,2.14203116816373,0.0885873525476097,0.876925308047045,0.876925308047045,BAG6/MSH5,2
GO:0071346,cellular response to type II interferon,2/132,71/18842,0.028169014084507,4.02091335894153,2.14203116816373,0.0885873525476097,0.876925308047045,0.876925308047045,PPARG/AIF1,2
GO:2000144,positive regulation of DNA-templated transcription initiation,2/132,71/18842,0.028169014084507,4.02091335894153,2.14203116816373,0.0885873525476097,0.876925308047045,0.876925308047045,HNF1A/HNF1B,2
GO:2000736,regulation of stem cell differentiation,2/132,71/18842,0.028169014084507,4.02091335894153,2.14203116816373,0.0885873525476097,0.876925308047045,0.876925308047045,ZFP36L2/GATAD2A,2
GO:0051494,negative regulation of cytoskeleton organization,3/132,151/18842,0.0198675496688742,2.83594220349187,1.9025376361828,0.0898561001945813,0.877938862354421,0.877938862354421,ARAP1/ARPIN/EML2,3
GO:0007249,canonical NF-kappaB signal transduction,5/132,339/18842,0.0147492625368732,2.10534549030124,1.72495934994273,0.0902148556441658,0.877938862354421,0.877938862354421,TLE1/NFAT5/NFKBIL1/LTA/HSPA1A,5
GO:0022898,regulation of transmembrane transporter activity,2/132,72/18842,0.0277777777777778,3.96506734006734,2.11724306823339,0.0907154283772428,0.877938862354421,0.877938862354421,PRRT1/KCNQ1,2
GO:1903578,regulation of ATP metabolic process,2/132,72/18842,0.0277777777777778,3.96506734006734,2.11724306823339,0.0907154283772428,0.877938862354421,0.877938862354421,TIGAR/GCKR,2
GO:0090596,sensory organ morphogenesis,3/132,153/18842,0.0196078431372549,2.79887106357695,1.87652677672519,0.0925884277658053,0.877938862354421,0.877938862354421,SLC44A4/PROX1/KCNQ1,3
GO:0001701,in utero embryonic development,2/132,73/18842,0.0273972602739726,3.91075134910751,2.0928977782971,0.092858530577663,0.877938862354421,0.877938862354421,MBNL1/POU5F1,2
GO:0006970,response to osmotic stress,2/132,73/18842,0.0273972602739726,3.91075134910751,2.0928977782971,0.092858530577663,0.877938862354421,0.877938862354421,NFAT5/MAP2K7,2
GO:0150116,regulation of cell-substrate junction organization,2/132,73/18842,0.0273972602739726,3.91075134910751,2.0928977782971,0.092858530577663,0.877938862354421,0.877938862354421,MACF1/PEAK1,2
GO:0001779,natural killer cell differentiation,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,RASGRP1,1
GO:0001921,positive regulation of receptor recycling,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,ARAP1,1
GO:0001946,lymphangiogenesis,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,PROX1,1
GO:0002089,lens morphogenesis in camera-type eye,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,PROX1,1
GO:0002517,T cell tolerance induction,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,HLA-B,1
GO:0003128,heart field specification,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,POU5F1,1
GO:0006555,methionine metabolic process,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,MTAP,1
GO:0007250,activation of NF-kappaB-inducing kinase activity,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,LTA,1
GO:0010745,negative regulation of macrophage derived foam cell differentiation,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,PPARG,1
GO:0010838,positive regulation of keratinocyte proliferation,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,NOTCH2,1
GO:0014745,negative regulation of muscle adaptation,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,PPARG,1
GO:0021533,cell differentiation in hindbrain,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,PROX1,1
GO:0021697,cerebellar cortex formation,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,PROX1,1
GO:0034650,cortisol metabolic process,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,CYP21A2,1
GO:0039692,single stranded viral RNA replication via double stranded DNA intermediate,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,HMGA2,1
GO:0042447,hormone catabolic process,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,IDE,1
GO:0046462,monoacylglycerol metabolic process,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,ABHD16A,1
GO:0050872,white fat cell differentiation,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,PPARG,1
GO:0051764,actin crosslink formation,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,AIF1,1
GO:0070424,"regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,HSPA1A,1
GO:0071871,response to epinephrine,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,KCNQ1,1
GO:0099159,regulation of modification of postsynaptic structure,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,CAMKV,1
GO:1900748,positive regulation of vascular endothelial growth factor signaling pathway,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,PROX1,1
GO:1903845,negative regulation of cellular response to transforming growth factor beta stimulus,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,PPARG,1
GO:1904322,cellular response to forskolin,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,ADCY5,1
GO:1905203,regulation of connective tissue replacement,1/132,14/18842,0.0714285714285714,10.1958874458874,2.89106340660711,0.0937662594487375,0.877938862354421,0.877938862354421,PPARG,1
GO:1902904,negative regulation of supramolecular fiber organization,3/132,154/18842,0.0194805194805195,2.78069657615112,1.86367816922184,0.093967475158605,0.878424092102698,0.878424092102698,ARAP1/ARPIN/EML2,3
GO:0072080,nephron tubule development,2/132,74/18842,0.027027027027027,3.85790335790336,2.06898073984452,0.0950163481223254,0.885413830363349,0.885413830363349,NOTCH2/HNF1B,2
GO:0090307,mitotic spindle assembly,2/132,74/18842,0.027027027027027,3.85790335790336,2.06898073984452,0.0950163481223254,0.885413830363349,0.885413830363349,KIF11/HSPA1A,2
GO:0006109,regulation of carbohydrate metabolic process,3/132,155/18842,0.0193548387096774,2.76275659824047,1.8509319491746,0.0953550233342909,0.886481539625896,0.886481539625896,TCF7L2/TIGAR/GCKR,3
GO:1901990,regulation of mitotic cell cycle phase transition,5/132,345/18842,0.0144927536231884,2.06873078612209,1.68278745546618,0.0954324514597266,0.886481539625896,0.886481539625896,CDKN2B/ZFP36L2/CCND2/UBE2E2/AIF1,5
GO:0031401,positive regulation of protein modification process,5/132,346/18842,0.0144508670520231,2.06275179541076,1.67584186292868,0.0963168458558704,0.893285573552868,0.893285573552868,HMGA2/RASGRP1/MST1R/WFS1/LTA,5
GO:0032635,interleukin-6 production,3/132,156/18842,0.0192307692307692,2.74504662004662,1.83828654074529,0.0967510056700167,0.8944904297794,0.894490429779399,AGER/HLA-B/AIF1,3
GO:0032675,regulation of interleukin-6 production,3/132,156/18842,0.0192307692307692,2.74504662004662,1.83828654074529,0.0967510056700167,0.8944904297794,0.894490429779399,AGER/HLA-B/AIF1,3
GO:0050766,positive regulation of phagocytosis,2/132,75/18842,0.0266666666666667,3.80646464646465,2.04547806690541,0.0971885735449398,0.894686811397365,0.894686811397365,ARAP1/C2,2
GO:1903053,regulation of extracellular matrix organization,2/132,75/18842,0.0266666666666667,3.80646464646465,2.04547806690541,0.0971885735449398,0.894686811397365,0.894686811397365,PPARG/TNXB,2
GO:0010639,negative regulation of organelle organization,5/132,348/18842,0.014367816091954,2.05089690003483,1.66202041073018,0.0980982247972443,0.894686811397365,0.894686811397365,ARAP1/ARPIN/PPARG/EML2/HSPA1A,5
GO:0014013,regulation of gliogenesis,2/132,76/18842,0.0263157894736842,3.75637958532695,2.02237650639768,0.0993749029054871,0.894686811397365,0.894686811397365,ABCC8/LTA,2
GO:0061326,renal tubule development,2/132,76/18842,0.0263157894736842,3.75637958532695,2.02237650639768,0.0993749029054871,0.894686811397365,0.894686811397365,NOTCH2/HNF1B,2
GO:0001867,"complement activation, lectin pathway",1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,C2,1
GO:0002693,positive regulation of cellular extravasation,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,AGER,1
GO:0007190,activation of adenylate cyclase activity,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,GIPR,1
GO:0009067,aspartate family amino acid biosynthetic process,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,MTAP,1
GO:0010560,positive regulation of glycoprotein biosynthetic process,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,TCF7L2,1
GO:0030812,negative regulation of nucleotide catabolic process,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,TIGAR,1
GO:0033122,negative regulation of purine nucleotide catabolic process,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,TIGAR,1
GO:0043576,regulation of respiratory gaseous exchange,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,FTO,1
GO:0045117,azole transmembrane transport,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,SLC44A4,1
GO:0045820,negative regulation of glycolytic process,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,TIGAR,1
GO:0051299,centrosome separation,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,KIF11,1
GO:0060252,positive regulation of glial cell proliferation,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,LTA,1
GO:0070268,cornification,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,CDSN,1
GO:0098734,macromolecule depalmitoylation,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,PPT2,1
GO:0150011,regulation of neuron projection arborization,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,MACF1,1
GO:1900452,regulation of long-term synaptic depression,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,AGER,1
GO:1904380,endoplasmic reticulum mannose trimming,1/132,15/18842,0.0666666666666667,9.51616161616162,2.77141146696401,0.100119714608753,0.894686811397365,0.894686811397365,RNF5,1
GO:0006406,mRNA export from nucleus,2/132,77/18842,0.025974025974026,3.70759543486816,1.99966340130321,0.10157503575653,0.90478205812673,0.90478205812673,HHEX/DDX39B,2
GO:0045069,regulation of viral genome replication,2/132,77/18842,0.025974025974026,3.70759543486816,1.99966340130321,0.10157503575653,0.90478205812673,0.90478205812673,HMGA2/PROX1,2
GO:0045765,regulation of angiogenesis,5/132,352/18842,0.0142045454545455,2.02759125344353,1.63465204385869,0.101711044289416,0.90478205812673,0.90478205812673,PPARG/HMGA2/ABCC8/HHEX/GTF2I,5
GO:0048660,regulation of smooth muscle cell proliferation,3/132,160/18842,0.01875,2.67642045454546,1.78868269467343,0.102417933604936,0.905647316403023,0.905647316403023,PPARG/TCF7L2/AIF1,3
GO:0060828,regulation of canonical Wnt signaling pathway,4/132,254/18842,0.015748031496063,2.24791219279408,1.6818474500028,0.103421440599111,0.905647316403023,0.905647316403023,TLE1/POU5F1/TCF7L2/HHEX,4
GO:0097581,lamellipodium organization,2/132,78/18842,0.0256410256410256,3.66006216006216,1.97732665643599,0.103788675109817,0.905647316403023,0.905647316403023,ARPIN/RREB1,2
GO:2000058,regulation of ubiquitin-dependent protein catabolic process,3/132,161/18842,0.0186335403726708,2.65979672501412,1.77651888180931,0.103855077026067,0.905647316403023,0.905647316403023,CSNK2B/BAG6/HSPA1A,3
GO:0051057,positive regulation of small GTPase mediated signal transduction,2/132,79/18842,0.0253164556962025,3.61373225930188,1.95535470658914,0.106015527403179,0.905647316403023,0.905647316403023,RASGRP1/NOTCH2,2
GO:0060260,regulation of transcription initiation by RNA polymerase II,2/132,79/18842,0.0253164556962025,3.61373225930188,1.95535470658914,0.106015527403179,0.905647316403023,0.905647316403023,HNF1A/HNF1B,2
GO:0070664,negative regulation of leukocyte proliferation,2/132,79/18842,0.0253164556962025,3.61373225930188,1.95535470658914,0.106015527403179,0.905647316403023,0.905647316403023,HLA-DRB1/LST1,2
GO:0000097,sulfur amino acid biosynthetic process,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,MTAP,1
GO:0002643,regulation of tolerance induction,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,HLA-B,1
GO:0003016,respiratory system process,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,FTO,1
GO:0032816,positive regulation of natural killer cell activation,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,RASGRP1,1
GO:0034309,primary alcohol biosynthetic process,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,CYP21A2,1
GO:0035435,phosphate ion transmembrane transport,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,ANKH,1
GO:0035795,negative regulation of mitochondrial membrane permeability,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,HSPA1A,1
GO:0035988,chondrocyte proliferation,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,HMGA2,1
GO:0036159,inner dynein arm assembly,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,DNAH7,1
GO:0036507,protein demannosylation,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,RNF5,1
GO:0036508,"protein alpha-1,2-demannosylation",1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,RNF5,1
GO:0042491,inner ear auditory receptor cell differentiation,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,KCNQ1,1
GO:0044793,host-mediated suppression of viral proces,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,HMGA2,1
GO:0046831,regulation of RNA export from nucleus,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,HHEX,1
GO:0050687,negative regulation of defense response to virus,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,MICB,1
GO:0055003,cardiac myofibril assembly,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,PROX1,1
GO:0060766,negative regulation of androgen receptor signaling pathway,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,TCF7L2,1
GO:0072531,pyrimidine-containing compound transmembrane transport,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,SLC44A4,1
GO:0097091,synaptic vesicle clustering,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,SYN2,1
GO:1903028,positive regulation of opsonization,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,C2,1
GO:1904321,response to forskolin,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,ADCY5,1
GO:1905288,vascular associated smooth muscle cell apoptotic process,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,PPARG,1
GO:1905459,regulation of vascular associated smooth muscle cell apoptotic process,1/132,16/18842,0.0625,8.92140151515152,2.66247193069805,0.1064289618426,0.905647316403023,0.905647316403023,PPARG,1
GO:0006006,glucose metabolic process,3/132,163/18842,0.0184049079754601,2.62716118237591,1.75246604870968,0.106753380479303,0.905786258612264,0.905786258612264,KCNJ11/TCF7L2/KCNQ1,3
GO:0048659,smooth muscle cell proliferation,3/132,163/18842,0.0184049079754601,2.62716118237591,1.75246604870968,0.106753380479303,0.905786258612264,0.905786258612264,PPARG/TCF7L2/AIF1,3
GO:0017015,regulation of transforming growth factor beta receptor signaling pathway,3/132,164/18842,0.0182926829268293,2.61114190687361,1.74057434987355,0.108214403246676,0.909344540728783,0.909344540728783,CDKN2B/PPARG/HSPA1A,3
GO:0050657,nucleic acid transport,3/132,164/18842,0.0182926829268293,2.61114190687361,1.74057434987355,0.108214403246676,0.909344540728783,0.909344540728783,IGF2BP2/HHEX/DDX39B,3
GO:0050658,RNA transport,3/132,164/18842,0.0182926829268293,2.61114190687361,1.74057434987355,0.108214403246676,0.909344540728783,0.909344540728783,IGF2BP2/HHEX/DDX39B,3
GO:0034103,regulation of tissue remodeling,2/132,80/18842,0.025,3.56856060606061,1.93373648686773,0.108255302467712,0.909344540728783,0.909344540728783,ARAP1/PPARG,2
GO:0043266,regulation of potassium ion transport,2/132,80/18842,0.025,3.56856060606061,1.93373648686773,0.108255302467712,0.909344540728783,0.909344540728783,ABCC8/KCNQ1,2
GO:0043547,positive regulation of GTPase activity,2/132,80/18842,0.025,3.56856060606061,1.93373648686773,0.108255302467712,0.909344540728783,0.909344540728783,ARAP1/RASGRP1,2
GO:0150076,neuroinflammatory response,2/132,80/18842,0.025,3.56856060606061,1.93373648686773,0.108255302467712,0.909344540728783,0.909344540728783,AGER/AIF1,2
GO:0009895,negative regulation of catabolic process,5/132,360/18842,0.0138888888888889,1.98253367003367,1.5809795633361,0.109134406059285,0.909605164329071,0.909605164329071,CSNK2B/BAG6/IGF2BP2/TIGAR/NQO1,5
GO:1902903,regulation of supramolecular fiber organization,5/132,361/18842,0.0138504155124654,1.97704188701419,1.57436743110638,0.110080631928113,0.909605164329071,0.909605164329071,ARAP1/ARPIN/EML2/PROX1/HSPA1A,5
GO:0060390,regulation of SMAD protein signal transduction,2/132,81/18842,0.0246913580246914,3.52450430228208,1.91246140503194,0.110507713495247,0.909605164329071,0.909605164329071,CSNK2B/PPARG,2
GO:0070534,protein K63-linked ubiquitination,2/132,81/18842,0.0246913580246914,3.52450430228208,1.91246140503194,0.110507713495247,0.909605164329071,0.909605164329071,UBE2E2/RNF5,2
GO:1901342,regulation of vasculature development,5/132,362/18842,0.0138121546961326,1.97158044533735,1.56777636800114,0.111030884520687,0.909605164329071,0.909605164329071,PPARG/HMGA2/ABCC8/HHEX/GTF2I,5
GO:0006401,RNA catabolic process,6/132,468/18842,0.0128205128205128,1.83003108003108,1.52727580497229,0.111251261633413,0.909605164329071,0.909605164329071,ZFP36L2/IGF2BP2/ZC3H4/FTO/PABPC4/HSPA1A,6
GO:0051236,establishment of RNA localization,3/132,167/18842,0.0179640718562874,2.56423516603157,1.70542263236494,0.112644127698719,0.909605164329071,0.909605164329071,IGF2BP2/HHEX/DDX39B,3
GO:1903844,regulation of cellular response to transforming growth factor beta stimulus,3/132,167/18842,0.0179640718562874,2.56423516603157,1.70542263236494,0.112644127698719,0.909605164329071,0.909605164329071,CDKN2B/PPARG/HSPA1A,3
GO:0010092,specification of animal organ identity,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,POU5F1,1
GO:0010989,negative regulation of low-density lipoprotein particle clearance,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,ABCC8,1
GO:0015697,quaternary ammonium group transport,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,SLC44A4,1
GO:0031128,developmental induction,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,POU5F1,1
GO:0031665,negative regulation of lipopolysaccharide-mediated signaling pathway,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,NFKBIL1,1
GO:0034393,positive regulation of smooth muscle cell apoptotic process,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,PPARG,1
GO:0036005,response to macrophage colony-stimulating factor,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,MST1R,1
GO:0036303,lymph vessel morphogenesis,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,PROX1,1
GO:0045655,regulation of monocyte differentiation,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,HLA-DRB1,1
GO:0048596,embryonic camera-type eye morphogenesis,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,PROX1,1
GO:0061318,renal filtration cell differentiation,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,NOTCH2,1
GO:0070341,fat cell proliferation,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,FTO,1
GO:0071816,tail-anchored membrane protein insertion into ER membrane,1/132,17/18842,0.0588235294117647,8.39661319073084,2.5626655019557,0.112694306421203,0.909605164329071,0.909605164329071,BAG6,1
