category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Genetic Information Processing,"Folding, sorting and degradation",hsa03018,RNA degradation,1/79,78/9392,0.0128205128205128,1.52418046088932,0.428138888589294,0.483971118725131,1,1,8761,1
Human Diseases,Infectious disease: bacterial,hsa05100,Bacterial invasion of epithelial cells,1/79,78/9392,0.0128205128205128,1.52418046088932,0.428138888589294,0.483971118725131,1,1,9564,1
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,1/79,78/9392,0.0128205128205128,1.52418046088932,0.428138888589294,0.483971118725131,1,1,717,1
Organismal Systems,Immune system,hsa04062,Chemokine signaling pathway,2/79,193/9392,0.0103626943005181,1.23198006165147,0.299904974227517,0.485492518420258,1,1,111/9564,2
Cellular Processes,Cell motility,hsa04814,Motor proteins,2/79,194/9392,0.0103092783505155,1.22562964896255,0.292465736766792,0.488222188707707,1,1,56171/3832,2
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,1/79,79/9392,0.0126582278481013,1.50488703733376,0.415037777892148,0.488348001012087,1,1,534,1
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,1/79,83/9392,0.0120481927710843,1.43236236083575,0.364384651142845,0.50549196810186,1,1,1460,1
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,1/79,86/9392,0.0116279069767442,1.38239623196938,0.328099803410591,0.517976553178205,1,1,5609,1
Human Diseases,Cardiovascular disease,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,1/79,86/9392,0.0116279069767442,1.38239623196938,0.328099803410591,0.517976553178205,1,1,6934,1
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,1/79,87/9392,0.0114942528735632,1.36650662010767,0.316306360877722,0.52206852097306,1,1,6934,1
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,1/79,88/9392,0.0113636363636364,1.35097813578826,0.304657036017019,0.526126187479576,1,1,717,1
Environmental Information Processing,Signaling molecules and interaction,hsa04512,ECM-receptor interaction,1/79,89/9392,0.0112359550561798,1.33579860617266,0.293148074836052,0.530149836575568,1,1,7148,1
Cellular Processes,Cellular community - eukaryotes,hsa04540,Gap junction,1/79,89/9392,0.0112359550561798,1.33579860617266,0.293148074836052,0.530149836575568,1,1,111,1
Organismal Systems,Nervous system,hsa04727,GABAergic synapse,1/79,89/9392,0.0112359550561798,1.33579860617266,0.293148074836052,0.530149836575568,1,1,111,1
Organismal Systems,Digestive system,hsa04976,Bile secretion,1/79,90/9392,0.0111111111111111,1.32095639943741,0.281775864522764,0.53413974981974,1,1,111,1
Environmental Information Processing,Signal transduction,hsa04015,Rap1 signaling pathway,2/79,212/9392,0.00943396226415094,1.12156675423931,0.16488687066555,0.535807494292979,1,1,111/9564,2
Human Diseases,Substance dependence,hsa05032,Morphine addiction,1/79,91/9392,0.010989010989011,1.30644039504799,0.27053692658884,0.538096206470379,1,1,111,1
Organismal Systems,Digestive system,hsa04970,Salivary secretion,1/79,93/9392,0.010752688172043,1.27834490268137,0.248445587195247,0.545909855633282,1,1,111,1
Human Diseases,Cancer: specific types,hsa05222,Small cell lung cancer,1/79,93/9392,0.010752688172043,1.27834490268137,0.248445587195247,0.545909855633282,1,1,1030,1
Organismal Systems,Development and regeneration,hsa04382,Cornified envelope formation,2/79,217/9392,0.00921658986175115,1.09572420229831,0.131393309242675,0.548489242356684,1,1,1041/5522,2
Environmental Information Processing,Signaling molecules and interaction,hsa04081,Hormone signaling,2/79,219/9392,0.0091324200913242,1.08571758857869,0.118211838014611,0.553495100382612,1,1,2696/111,2
Organismal Systems,Environmental adaptation,hsa04713,Circadian entrainment,1/79,97/9392,0.0103092783505155,1.22562964896255,0.205722598946549,0.561147711165486,1,1,111,1
Organismal Systems,Sensory system,hsa04750,Inflammatory mediator regulation of TRP channels,1/79,99/9392,0.0101010101010101,1.20086945403401,0.18504535687018,0.56857618872173,1,1,111,1
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,1/79,99/9392,0.0101010101010101,1.20086945403401,0.18504535687018,0.56857618872173,1,1,80736,1
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,2/79,226/9392,0.00884955752212389,1.05208916769351,0.0730022718477892,0.570712167326008,1,1,2696/111,2
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,1/79,100/9392,0.01,1.18886075949367,0.17486858495577,0.572243732151299,1,1,4049,1
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,2/79,227/9392,0.00881057268722467,1.04745441365081,0.0666573386330489,0.573133023720732,1,1,5609/1728,2
Human Diseases,Endocrine and metabolic disease,hsa04933,AGE-RAGE signaling pathway in diabetic complications,1/79,101/9392,0.0099009900990099,1.17708986088482,0.164796437121508,0.575880489056168,1,1,177,1
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,4/79,480/9392,0.00833333333333333,0.990717299578059,-0.0192279077139355,0.579923403484349,1,1,1460/56171/5609/177,4
Human Diseases,Infectious disease: parasitic,hsa05142,Chagas disease,1/79,103/9392,0.00970873786407767,1.15423374708123,0.14495667050313,0.583062661788894,1,1,5522,1
Human Diseases,Cardiovascular disease,hsa05414,Dilated cardiomyopathy,1/79,105/9392,0.00952380952380953,1.13224834237492,0.125508121195407,0.590124723141968,1,1,111,1
Organismal Systems,Environmental adaptation,hsa04714,Thermogenesis,2/79,235/9392,0.00851063829787234,1.01179639105844,0.0168667399770396,0.592149337392254,1,1,5468/111,2
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,1/79,106/9392,0.00943396226415094,1.12156675423931,0.11592526006378,0.593611333120625,1,1,6934,1
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,1/79,108/9392,0.00925925925925926,1.10079699953118,0.0970323569689455,0.600496936082226,1,1,7919,1
Organismal Systems,Immune system,hsa04620,Toll-like receptor signaling pathway,1/79,109/9392,0.0091743119266055,1.09069794448961,0.0877184972258998,0.603896412821725,1,1,5609,1
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,1/79,110/9392,0.00909090909090909,1.08078250863061,0.0784905840447265,0.607267325607148,1,1,1030,1
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,1/79,110/9392,0.00909090909090909,1.08078250863061,0.0784905840447265,0.607267325607148,1,1,111,1
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,2/79,248/9392,0.00806451612903226,0.958758677011025,-0.0606198677856041,0.62171703887321,1,1,6934/5609,2
Organismal Systems,Nervous system,hsa04726,Serotonergic synapse,1/79,115/9392,0.00869565217391304,1.03379196477711,0.0335801978143064,0.623701656094102,1,1,111,1
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,1/79,116/9392,0.00862068965517241,1.02487996508075,0.024832649318179,0.626906093861545,1,1,9564,1
Organismal Systems,Nervous system,hsa04724,Glutamatergic synapse,1/79,116/9392,0.00862068965517241,1.02487996508075,0.024832649318179,0.626906093861545,1,1,111,1
Genetic Information Processing,Chromosome,hsa03082,ATP-dependent chromatin remodeling,1/79,117/9392,0.00854700854700855,1.01612030725955,0.0161597244679806,0.630083586162638,1,1,54815,1
Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,1/79,120/9392,0.00833333333333333,0.990717299578059,-0.00942546772848799,0.639456618098774,1,1,5609,1
Environmental Information Processing,Signal transduction,hsa04071,Sphingolipid signaling pathway,1/79,125/9392,0.008,0.951088607594937,-0.0507014191889655,0.654559950308513,1,1,5522,1
Metabolism,Nucleotide metabolism,hsa00230,Purine metabolism,1/79,128/9392,0.0078125,0.92879746835443,-0.0747008960987489,0.663320286529238,1,1,111,1
Human Diseases,Neurodegenerative disease,hsa05012,Parkinson disease,2/79,268/9392,0.00746268656716418,0.887209522010202,-0.172532875417784,0.663992620943371,1,1,57181/111,2
Organismal Systems,Circulatory system,hsa04270,Vascular smooth muscle contraction,1/79,134/9392,0.00746268656716418,0.887209522010202,-0.121113042023307,0.680188126269683,1,1,111,1
Metabolism,Energy metabolism,hsa00190,Oxidative phosphorylation,1/79,138/9392,0.0072463768115942,0.861493303980921,-0.150962899867811,0.690966945525565,1,1,534,1
Cellular Processes,Cell growth and death,hsa04114,Oocyte meiosis,1/79,138/9392,0.0072463768115942,0.861493303980921,-0.150962899867811,0.690966945525565,1,1,111,1
Environmental Information Processing,Signal transduction,hsa04371,Apelin signaling pathway,1/79,140/9392,0.00714285714285714,0.849186256781194,-0.165581491239704,0.696221043561545,1,1,111,1
Cellular Processes,Cellular community - eukaryotes,hsa04550,Signaling pathways regulating pluripotency of stem cells,1/79,144/9392,0.00694444444444444,0.825597749648382,-0.194237949345277,0.706466051006367,1,1,5460,1
Organismal Systems,Nervous system,hsa04723,Retrograde endocannabinoid signaling,1/79,149/9392,0.00671140939597315,0.79789312717696,-0.22903001654678,0.718793698748533,1,1,111,1
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,1/79,154/9392,0.00649350649350649,0.771987506164721,-0.262757239468062,0.730609898672826,1,1,1728,1
Organismal Systems,Endocrine system,hsa04921,Oxytocin signaling pathway,1/79,154/9392,0.00649350649350649,0.771987506164721,-0.262757239468062,0.730609898672826,1,1,111,1
Human Diseases,Infectious disease: viral,hsa05160,Hepatitis C,1/79,156/9392,0.00641025641025641,0.762090230444661,-0.275967079667108,0.735197896719139,1,1,5522,1
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,1/79,157/9392,0.00636942675159236,0.757236152543739,-0.282514050993874,0.73746287789705,1,1,5468,1
Environmental Information Processing,Signal transduction,hsa04150,mTOR signaling pathway,1/79,158/9392,0.00632911392405063,0.75244351866688,-0.289023112723075,0.739708728752073,1,1,534,1
Environmental Information Processing,Signal transduction,hsa04630,JAK-STAT signaling pathway,1/79,168/9392,0.00595238095238095,0.707655213984328,-0.352139716891191,0.761149522982476,1,1,894,1
Genetic Information Processing,Translation,hsa03008,Ribosome biogenesis in eukaryotes,1/79,183/9392,0.00546448087431694,0.649650688247908,-0.440803710428806,0.790082041557181,1,1,1460,1
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,1/79,187/9392,0.0053475935828877,0.635754416841535,-0.463369949540172,0.797194203688261,1,1,63940,1
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,1/79,195/9392,0.00512820512820513,0.609672184355729,-0.507280745095783,0.810712343683846,1,1,177,1
Environmental Information Processing,Signaling molecules and interaction,hsa04082,Neuroactive ligand signaling,1/79,199/9392,0.0050251256281407,0.597417467082247,-0.528661276855322,0.817133798379736,1,1,111,1
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,1/79,204/9392,0.00490196078431373,0.582774882104741,-0.554880804265786,0.824858861505423,1,1,286,1
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,1/79,205/9392,0.00487804878048781,0.579932077801791,-0.56005961226123,0.826364755055823,1,1,177,1
Cellular Processes,Cell motility,hsa04810,Regulation of actin cytoskeleton,1/79,232/9392,0.00431034482758621,0.512439982540375,-0.692546603986066,0.862524617849347,1,1,9564,1
Environmental Information Processing,Signal transduction,hsa04014,Ras signaling pathway,1/79,238/9392,0.00420168067226891,0.499521327518349,-0.720266579670489,0.869488747291644,1,1,10125,1
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease,1/79,239/9392,0.00418410041841004,0.497431280122875,-0.724831966180181,0.870615073374663,1,1,717,1
Human Diseases,Infectious disease: bacterial,hsa05131,Shigellosis,1/79,253/9392,0.00395256916996047,0.469905438535048,-0.787206977657265,0.885411659189213,1,1,9564,1
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,1/79,254/9392,0.00393700787401575,0.468055417123493,-0.791557259887149,0.886402191952541,1,1,4486,1
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,1/79,298/9392,0.00335570469798658,0.39894656358848,-0.971109954715549,0.922543604701506,1,1,4049,1
Environmental Information Processing,Signaling molecules and interaction,hsa04517,IgSF CAM signaling,1/79,299/9392,0.00334448160535117,0.39761229414504,-0.974950941066944,0.923216472001768,1,1,9564,1
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,1/79,368/9392,0.00271739130434783,0.323059988992845,-1.22011064049174,0.958043804855656,1,1,56171,1
Environmental Information Processing,Signaling molecules and interaction,hsa04080,Neuroactive ligand-receptor interaction,1/79,371/9392,0.00269541778975741,0.320447644068375,-1.23000591604224,0.959136214478711,1,1,2696,1
Environmental Information Processing,Signaling molecules and interaction,hsa04519,Cadherin signaling,1/79,404/9392,0.00247524752475248,0.294272465221206,-1.33542922849697,0.969447066823165,1,1,6934,1
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,0/79,67/9392,0,0,-0.756550017324254,1,1,1,"",0
Metabolism,Carbohydrate metabolism,hsa00020,Citrate cycle (TCA cycle),0/79,30/9392,0,0,-0.505243777366418,1,1,1,"",0
Metabolism,Carbohydrate metabolism,hsa00030,Pentose phosphate pathway,0/79,31/9392,0,0,-0.513622911969798,1,1,1,"",0
Metabolism,Carbohydrate metabolism,hsa00040,Pentose and glucuronate interconversions,0/79,37/9392,0,0,-0.561311100028857,1,1,1,"",0
Metabolism,Carbohydrate metabolism,hsa00052,Galactose metabolism,0/79,32/9392,0,0,-0.521869275801644,1,1,1,"",0
Metabolism,Carbohydrate metabolism,hsa00053,Ascorbate and aldarate metabolism,0/79,31/9392,0,0,-0.513622911969798,1,1,1,"",0
Metabolism,Lipid metabolism,hsa00061,Fatty acid biosynthesis,0/79,18/9392,0,0,-0.39110956967015,1,1,1,"",0
Metabolism,Lipid metabolism,hsa00071,Fatty acid degradation,0/79,43/9392,0,0,-0.60530785863707,1,1,1,"",0
Metabolism,Lipid metabolism,hsa00100,Steroid biosynthesis,0/79,20/9392,0,0,-0.412309671684978,1,1,1,"",0
Metabolism,Lipid metabolism,hsa00120,Primary bile acid biosynthesis,0/79,17/9392,0,0,-0.380069909043124,1,1,1,"",0
Metabolism,Amino acid metabolism,hsa00220,Arginine biosynthesis,0/79,23/9392,0,0,-0.442223648127554,1,1,1,"",0
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,0/79,59/9392,0,0,-0.709643186528245,1,1,1,"",0
Metabolism,Amino acid metabolism,hsa00250,"Alanine, aspartate and glutamate metabolism",0/79,37/9392,0,0,-0.561311100028857,1,1,1,"",0
Metabolism,Amino acid metabolism,hsa00260,"Glycine, serine and threonine metabolism",0/79,41/9392,0,0,-0.591000113522517,1,1,1,"",0
Metabolism,Amino acid metabolism,hsa00280,"Valine, leucine and isoleucine degradation",0/79,48/9392,0,0,-0.639703708237126,1,1,1,"",0
Metabolism,Amino acid metabolism,hsa00310,Lysine degradation,0/79,63/9392,0,0,-0.733461618775162,1,1,1,"",0
Metabolism,Amino acid metabolism,hsa00330,Arginine and proline metabolism,0/79,50/9392,0,0,-0.652964747612812,1,1,1,"",0
Metabolism,Amino acid metabolism,hsa00340,Histidine metabolism,0/79,22/9392,0,0,-0.432480180297452,1,1,1,"",0
Metabolism,Amino acid metabolism,hsa00350,Tyrosine metabolism,0/79,37/9392,0,0,-0.561311100028857,1,1,1,"",0
Metabolism,Amino acid metabolism,hsa00360,Phenylalanine metabolism,0/79,16/9392,0,0,-0.368702308190351,1,1,1,"",0
Metabolism,Amino acid metabolism,hsa00380,Tryptophan metabolism,0/79,42/9392,0,0,-0.598195999348445,1,1,1,"",0
Metabolism,Metabolism of other amino acids,hsa00410,beta-Alanine metabolism,0/79,31/9392,0,0,-0.513622911969798,1,1,1,"",0
Metabolism,Metabolism of other amino acids,hsa00430,Taurine and hypotaurine metabolism,0/79,17/9392,0,0,-0.380069909043124,1,1,1,"",0
Metabolism,Metabolism of other amino acids,hsa00450,Selenocompound metabolism,0/79,17/9392,0,0,-0.380069909043124,1,1,1,"",0
Metabolism,Metabolism of other amino acids,hsa00480,Glutathione metabolism,0/79,59/9392,0,0,-0.709643186528245,1,1,1,"",0
Metabolism,Carbohydrate metabolism,hsa00500,Starch and sucrose metabolism,0/79,36/9392,0,0,-0.553644268417334,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00511,Other glycan degradation,0/79,18/9392,0,0,-0.39110956967015,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,0/79,36/9392,0,0,-0.553644268417334,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00513,Various types of N-glycan biosynthesis,0/79,45/9392,0,0,-0.619291044805279,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00515,Mannose type O-glycan biosynthesis,0/79,23/9392,0,0,-0.442223648127554,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00520,Amino sugar and nucleotide sugar metabolism,0/79,38/9392,0,0,-0.568876220090615,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00531,Glycosaminoglycan degradation,0/79,19/9392,0,0,-0.401848319429995,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,0/79,21/9392,0,0,-0.422514232515438,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate,0/79,14/9392,0,0,-0.344852650341993,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0/79,24/9392,0,0,-0.451759032117769,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00541,Biosynthesis of various nucleotide sugars,0/79,20/9392,0,0,-0.412309671684978,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0/79,30/9392,0,0,-0.505243777366418,1,1,1,"",0
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,0/79,51/9392,0,0,-0.659497367693767,1,1,1,"",0
Metabolism,Lipid metabolism,hsa00590,Arachidonic acid metabolism,0/79,63/9392,0,0,-0.733461618775162,1,1,1,"",0
Metabolism,Lipid metabolism,hsa00591,Linoleic acid metabolism,0/79,30/9392,0,0,-0.505243777366418,1,1,1,"",0
Metabolism,Lipid metabolism,hsa00592,alpha-Linolenic acid metabolism,0/79,26/9392,0,0,-0.47025590934675,1,1,1,"",0
Metabolism,Lipid metabolism,hsa00600,Sphingolipid metabolism,0/79,55/9392,0,0,-0.685018546262447,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,0/79,28/9392,0,0,-0.488059732555073,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00603,Glycosphingolipid biosynthesis - globo and isoglobo series,0/79,16/9392,0,0,-0.368702308190351,1,1,1,"",0
Metabolism,Glycan biosynthesis and metabolism,hsa00604,Glycosphingolipid biosynthesis - ganglio series,0/79,15/9392,0,0,-0.356975438680443,1,1,1,"",0
Metabolism,Carbohydrate metabolism,hsa00620,Pyruvate metabolism,0/79,47/9392,0,0,-0.632971185940778,1,1,1,"",0
Metabolism,Carbohydrate metabolism,hsa00630,Glyoxylate and dicarboxylate metabolism,0/79,31/9392,0,0,-0.513622911969798,1,1,1,"",0
Metabolism,Carbohydrate metabolism,hsa00640,Propanoate metabolism,0/79,32/9392,0,0,-0.521869275801644,1,1,1,"",0
Metabolism,Carbohydrate metabolism,hsa00650,Butanoate metabolism,0/79,27/9392,0,0,-0.479239554378173,1,1,1,"",0
Metabolism,Metabolism of cofactors and vitamins,hsa00670,One carbon pool by folate,0/79,39/9392,0,0,-0.576343634340267,1,1,1,"",0
Metabolism,Metabolism of cofactors and vitamins,hsa00730,Thiamine metabolism,0/79,15/9392,0,0,-0.356975438680443,1,1,1,"",0
Metabolism,Metabolism of cofactors and vitamins,hsa00760,Nicotinate and nicotinamide metabolism,0/79,38/9392,0,0,-0.568876220090615,1,1,1,"",0
Metabolism,Metabolism of cofactors and vitamins,hsa00770,Pantothenate and CoA biosynthesis,0/79,21/9392,0,0,-0.422514232515438,1,1,1,"",0
Metabolism,Metabolism of cofactors and vitamins,hsa00785,Lipoic acid metabolism,0/79,19/9392,0,0,-0.401848319429995,1,1,1,"",0
Metabolism,Metabolism of cofactors and vitamins,hsa00790,Folate biosynthesis,0/79,28/9392,0,0,-0.488059732555073,1,1,1,"",0
Metabolism,Metabolism of cofactors and vitamins,hsa00830,Retinol metabolism,0/79,68/9392,0,0,-0.762215872543981,1,1,1,"",0
Metabolism,Metabolism of cofactors and vitamins,hsa00860,Porphyrin metabolism,0/79,46/9392,0,0,-0.626167744065974,1,1,1,"",0
Metabolism,Metabolism of terpenoids and polyketides,hsa00900,Terpenoid backbone biosynthesis,0/79,23/9392,0,0,-0.442223648127554,1,1,1,"",0
Metabolism,Energy metabolism,hsa00910,Nitrogen metabolism,0/79,17/9392,0,0,-0.380069909043124,1,1,1,"",0
Metabolism,Energy metabolism,hsa00920,Sulfur metabolism,0/79,10/9392,0,0,-0.291391547671859,1,1,1,"",0
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,0/79,79/9392,0,0,-0.82204086697077,1,1,1,"",0
Metabolism,Xenobiotics biodegradation and metabolism,hsa00982,Drug metabolism - cytochrome P450,0/79,73/9392,0,0,-0.789953338114279,1,1,1,"",0
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,0/79,82/9392,0,0,-0.837638730930915,1,1,1,"",0
Metabolism,Lipid metabolism,hsa01040,Biosynthesis of unsaturated fatty acids,0/79,27/9392,0,0,-0.479239554378173,1,1,1,"",0
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,0/79,116/9392,0,0,-0.998098238385053,1,1,1,"",0
Metabolism,Global and overview maps,hsa01210,2-Oxocarboxylic acid metabolism,0/79,33/9392,0,0,-0.529989066989518,1,1,1,"",0
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,0/79,75/9392,0,0,-0.800787431862192,1,1,1,"",0
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,0/79,85/9392,0,0,-0.852961188545127,1,1,1,"",0
Metabolism,Global and overview maps,hsa01250,Biosynthesis of nucleotide sugars,0/79,37/9392,0,0,-0.561311100028857,1,1,1,"",0
Human Diseases,Drug resistance: antineoplastic,hsa01521,EGFR tyrosine kinase inhibitor resistance,0/79,80/9392,0,0,-0.827271712211274,1,1,1,"",0
Human Diseases,Drug resistance: antineoplastic,hsa01523,Antifolate resistance,0/79,30/9392,0,0,-0.505243777366418,1,1,1,"",0
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,0/79,75/9392,0,0,-0.800787431862192,1,1,1,"",0
Genetic Information Processing,Translation,hsa03010,Ribosome,0/79,223/9392,0,0,-1.3919258795991,1,1,1,"",0
Genetic Information Processing,Transcription,hsa03020,RNA polymerase,0/79,34/9392,0,0,-0.537988017146652,1,1,1,"",0
Genetic Information Processing,Replication and repair,hsa03030,DNA replication,0/79,36/9392,0,0,-0.553644268417334,1,1,1,"",0
Genetic Information Processing,"Folding, sorting and degradation",hsa03050,Proteasome,0/79,46/9392,0,0,-0.626167744065974,1,1,1,"",0
Genetic Information Processing,Information processing in viruses,hsa03250,Viral life cycle - HIV-1,0/79,73/9392,0,0,-0.789953338114279,1,1,1,"",0
Genetic Information Processing,Information processing in viruses,hsa03265,"Virion - Ebolavirus, Lyssavirus and Morbillivirus",0/79,12/9392,0,0,-0.319237475856932,1,1,1,"",0
Genetic Information Processing,Information processing in viruses,hsa03272,Virion - Hepatitis viruses,0/79,48/9392,0,0,-0.639703708237126,1,1,1,"",0
Genetic Information Processing,Information processing in viruses,hsa03273,Virion - Lassa virus and SFTS virus,0/79,17/9392,0,0,-0.380069909043124,1,1,1,"",0
Genetic Information Processing,Replication and repair,hsa03410,Base excision repair,0/79,44/9392,0,0,-0.612338619592996,1,1,1,"",0
Genetic Information Processing,Replication and repair,hsa03420,Nucleotide excision repair,0/79,63/9392,0,0,-0.733461618775162,1,1,1,"",0
Genetic Information Processing,Replication and repair,hsa03430,Mismatch repair,0/79,23/9392,0,0,-0.442223648127554,1,1,1,"",0
Genetic Information Processing,Replication and repair,hsa03440,Homologous recombination,0/79,41/9392,0,0,-0.591000113522517,1,1,1,"",0
Genetic Information Processing,Replication and repair,hsa03450,Non-homologous end-joining,0/79,13/9392,0,0,-0.332290612814729,1,1,1,"",0
Genetic Information Processing,Replication and repair,hsa03460,Fanconi anemia pathway,0/79,54/9392,0,0,-0.6787261930072,1,1,1,"",0
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,0/79,110/9392,0,0,-0.971628454912639,1,1,1,"",0
Cellular Processes,Transport and catabolism,hsa04136,Autophagy - other,0/79,32/9392,0,0,-0.521869275801644,1,1,1,"",0
Cellular Processes,Transport and catabolism,hsa04140,Autophagy - animal,0/79,169/9392,0,0,-1.20818075171039,1,1,1,"",0
Cellular Processes,Transport and catabolism,hsa04146,Peroxisome,0/79,83/9392,0,0,-0.842776069680294,1,1,1,"",0
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,0/79,137/9392,0,0,-1.085917261109,1,1,1,"",0
Cellular Processes,Cell growth and death,hsa04215,Apoptosis - multiple species,0/79,32/9392,0,0,-0.521869275801644,1,1,1,"",0
Cellular Processes,Cell growth and death,hsa04216,Ferroptosis,0/79,42/9392,0,0,-0.598195999348445,1,1,1,"",0
Cellular Processes,Cell growth and death,hsa04217,Necroptosis,0/79,168/9392,0,0,-1.20453565014946,1,1,1,"",0
Organismal Systems,Circulatory system,hsa04260,Cardiac muscle contraction,0/79,87/9392,0,0,-0.8630304161622,1,1,1,"",0
Organismal Systems,Development and regeneration,hsa04360,Axon guidance,0/79,184/9392,0,0,-1.26168494425788,1,1,1,"",0
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,0/79,60/9392,0,0,-0.715670184668532,1,1,1,"",0
Environmental Information Processing,Signal transduction,hsa04392,Hippo signaling pathway - multiple species,0/79,29/9392,0,0,-0.496725152415999,1,1,1,"",0
Organismal Systems,Endocrine system,hsa04614,Renin-angiotensin system,0/79,23/9392,0,0,-0.442223648127554,1,1,1,"",0
Organismal Systems,Immune system,hsa04622,RIG-I-like receptor signaling pathway,0/79,72/9392,0,0,-0.784481951884698,1,1,1,"",0
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,0/79,83/9392,0,0,-0.842776069680294,1,1,1,"",0
Organismal Systems,Immune system,hsa04625,C-type lectin receptor signaling pathway,0/79,105/9392,0,0,-0.949033605575119,1,1,1,"",0
Organismal Systems,Immune system,hsa04657,IL-17 signaling pathway,0/79,94/9392,0,0,-0.897416024857813,1,1,1,"",0
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,0/79,91/9392,0,0,-0.882837024624225,1,1,1,"",0
Organismal Systems,Immune system,hsa04666,Fc gamma R-mediated phagosome formation,0/79,98/9392,0,0,-0.916508227998343,1,1,1,"",0
Organismal Systems,Environmental adaptation,hsa04710,Circadian rhythm,0/79,34/9392,0,0,-0.537988017146652,1,1,1,"",0
Organismal Systems,Nervous system,hsa04720,Long-term potentiation,0/79,67/9392,0,0,-0.756550017324254,1,1,1,"",0
Organismal Systems,Nervous system,hsa04730,Long-term depression,0/79,60/9392,0,0,-0.715670184668532,1,1,1,"",0
